City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
Sunel,162,Unhealthy,1,Good,41,Good,0,Good,162,Unhealthy
Imari,47,Good,1,Good,47,Good,0,Good,35,Good
Indija,83,Moderate,2,Good,40,Good,4,Good,83,Moderate
Inhambupe,23,Good,0,Good,14,Good,1,Good,23,Good
Isfana,104,Unhealthy for Sensitive Groups,1,Good,41,Good,0,Good,104,Unhealthy for Sensitive Groups
Isola Del Liri,42,Good,1,Good,42,Good,1,Good,39,Good
Ita,111,Unhealthy for Sensitive Groups,3,Good,5,Good,4,Good,111,Unhealthy for Sensitive Groups
Itanhaem,150,Unhealthy,4,Good,0,Good,19,Good,150,Unhealthy
Itigi,22,Good,0,Good,16,Good,0,Good,22,Good
Ito,46,Good,1,Good,46,Good,0,Good,28,Good
Ivrea,87,Moderate,1,Good,39,Good,2,Good,87,Moderate
Izumo,44,Good,1,Good,44,Good,0,Good,35,Good
Jaboticabal,50,Good,1,Good,11,Good,2,Good,50,Good
Jacona,52,Moderate,1,Good,5,Good,4,Good,52,Moderate
Jamkhed,131,Unhealthy for Sensitive Groups,0,Good,26,Good,1,Good,131,Unhealthy for Sensitive Groups
Hindley,33,Good,1,Good,30,Good,3,Good,33,Good
Hiroshima,50,Good,1,Good,48,Good,3,Good,50,Good
Hoima,59,Moderate,2,Good,17,Good,0,Good,59,Moderate
Honolulu,30,Good,0,Good,26,Good,0,Good,30,Good
Hsintien,159,Unhealthy,3,Good,159,Unhealthy,1,Good,118,Unhealthy for Sensitive Groups
Huntington Park,127,Unhealthy for Sensitive Groups,4,Good,6,Good,46,Good,127,Unhealthy for Sensitive Groups
Husainabad,188,Unhealthy,2,Good,101,Unhealthy for Sensitive Groups,1,Good,188,Unhealthy
Ibirama,66,Moderate,2,Good,2,Good,6,Good,66,Moderate
Ichnya,50,Good,1,Good,35,Good,0,Good,50,Good
Illela,32,Good,1,Good,23,Good,1,Good,32,Good
Ilorin,108,Unhealthy for Sensitive Groups,3,Good,26,Good,1,Good,108,Unhealthy for Sensitive Groups
Bismil,76,Moderate,1,Good,27,Good,3,Good,76,Moderate
Boa Esperanca,38,Good,1,Good,8,Good,2,Good,38,Good
Bobigny,30,Good,1,Good,28,Good,2,Good,30,Good
Bobo Dioulasso,34,Good,1,Good,13,Good,0,Good,34,Good
Bodegraven,35,Good,0,Good,35,Good,1,Good,27,Good
Bolu,39,Good,1,Good,39,Good,0,Good,7,Good
Borgosesia,65,Moderate,1,Good,20,Good,5,Good,65,Moderate
Bourg Les Valence,27,Good,1,Good,26,Good,1,Good,27,Good
Brantford,58,Moderate,1,Good,34,Good,7,Good,58,Moderate
Bree,30,Good,0,Good,26,Good,3,Good,30,Good
Buhe,136,Unhealthy for Sensitive Groups,3,Good,136,Unhealthy for Sensitive Groups,1,Good,94,Moderate
Bungoma,144,Unhealthy for Sensitive Groups,6,Good,34,Good,3,Good,144,Unhealthy for Sensitive Groups
Burgthann,41,Good,1,Good,26,Good,2,Good,41,Good
Burhanpur,133,Unhealthy for Sensitive Groups,0,Good,30,Good,0,Good,133,Unhealthy for Sensitive Groups
Buttelborn,29,Good,0,Good,29,Good,2,Good,27,Good
Cachoeira Do Sul,23,Good,0,Good,23,Good,0,Good,12,Good
Cacule,22,Good,0,Good,9,Good,1,Good,22,Good
Cambe,25,Good,1,Good,10,Good,1,Good,25,Good
Campi Bisenzio,37,Good,1,Good,37,Good,2,Good,25,Good
Capiata,36,Good,1,Good,19,Good,1,Good,36,Good
Casimiro Castillo,29,Good,1,Good,10,Good,2,Good,29,Good
Casoria,53,Moderate,1,Good,53,Moderate,1,Good,37,Good
Castelfidardo,50,Good,1,Good,50,Good,1,Good,28,Good
Castelo Branco,23,Good,1,Good,23,Good,1,Good,21,Good
Caucaguita,141,Unhealthy for Sensitive Groups,1,Good,12,Good,8,Good,141,Unhealthy for Sensitive Groups
Chacao,139,Unhealthy for Sensitive Groups,1,Good,13,Good,7,Good,139,Unhealthy for Sensitive Groups
Chaiya,59,Moderate,1,Good,23,Good,0,Good,59,Moderate
Chak Jhumra,204,Very Unhealthy,4,Good,204,Very Unhealthy,3,Good,188,Unhealthy
Cham,50,Good,1,Good,26,Good,3,Good,50,Good
Chamrajnagar,65,Moderate,0,Good,22,Good,0,Good,65,Moderate
Acerra,52,Moderate,1,Good,52,Moderate,1,Good,36,Good
Achinsk,37,Good,1,Good,37,Good,0,Good,27,Good
Afonso Claudio,36,Good,1,Good,9,Good,2,Good,36,Good
Agustin Codazzi,57,Moderate,2,Good,6,Good,3,Good,57,Moderate
Akropong,110,Unhealthy for Sensitive Groups,3,Good,14,Good,2,Good,110,Unhealthy for Sensitive Groups
Alaca,40,Good,1,Good,40,Good,0,Good,14,Good
Albacete,40,Good,1,Good,27,Good,1,Good,40,Good
Alfonsine,42,Good,1,Good,38,Good,3,Good,42,Good
Alhambra,87,Moderate,2,Good,21,Good,28,Good,87,Moderate
Alingsas,38,Good,1,Good,38,Good,2,Good,29,Good
Alot,162,Unhealthy,1,Good,39,Good,0,Good,162,Unhealthy
Ambatolampy,21,Good,0,Good,21,Good,0,Good,21,Good
America Dourada,15,Good,0,Good,14,Good,0,Good,15,Good
Amla,145,Unhealthy for Sensitive Groups,0,Good,35,Good,0,Good,145,Unhealthy for Sensitive Groups
Aneho,91,Moderate,2,Good,22,Good,1,Good,91,Moderate
Ansfelden,55,Moderate,1,Good,33,Good,1,Good,55,Moderate
Arak,78,Moderate,1,Good,46,Good,0,Good,78,Moderate
Ardahan,39,Good,0,Good,35,Good,0,Good,39,Good
Arras,35,Good,1,Good,25,Good,2,Good,35,Good
Ayodhya,228,Very Unhealthy,4,Good,111,Unhealthy for Sensitive Groups,4,Good,228,Very Unhealthy
Ayutthaya,50,Good,0,Good,27,Good,0,Good,50,Good
Bad Oeynhausen,34,Good,0,Good,29,Good,1,Good,34,Good
Bad Vilbel,28,Good,0,Good,28,Good,2,Good,27,Good
Bae,80,Moderate,2,Good,69,Moderate,1,Good,80,Moderate
Baganga,52,Moderate,1,Good,17,Good,0,Good,52,Moderate
Balaghat,154,Unhealthy,1,Good,39,Good,0,Good,154,Unhealthy
Ballymena,26,Good,1,Good,26,Good,4,Good,26,Good
Bambamarca,17,Good,0,Good,5,Good,1,Good,17,Good
Banikoara,30,Good,2,Good,12,Good,0,Good,30,Good
Basildon,27,Good,1,Good,22,Good,7,Good,27,Good
Batala,113,Unhealthy for Sensitive Groups,4,Good,111,Unhealthy for Sensitive Groups,4,Good,113,Unhealthy for Sensitive Groups
Dana Point,37,Good,1,Good,22,Good,9,Good,37,Good
Darabani,65,Moderate,1,Good,42,Good,0,Good,65,Moderate
De Bilt,34,Good,0,Good,34,Good,1,Good,26,Good
Deer Park,58,Moderate,1,Good,24,Good,15,Good,58,Moderate
Deva,70,Moderate,1,Good,25,Good,4,Good,70,Moderate
Dhanaura,500,Hazardous,3,Good,143,Unhealthy for Sensitive Groups,4,Good,428,Hazardous
Diamantina,26,Good,0,Good,6,Good,2,Good,26,Good
Dickson,78,Moderate,1,Good,28,Good,3,Good,78,Moderate
Digos,60,Moderate,1,Good,20,Good,0,Good,60,Moderate
Djibo,61,Moderate,1,Good,17,Good,3,Good,61,Moderate
Dom Pedrito,25,Good,0,Good,25,Good,0,Good,6,Good
Domont,30,Good,1,Good,28,Good,2,Good,30,Good
Beauvais,30,Good,0,Good,28,Good,1,Good,30,Good
Beerse,30,Good,0,Good,30,Good,2,Good,30,Good
Beibei,166,Unhealthy,10,Good,90,Moderate,22,Good,166,Unhealthy
Bembereke,42,Good,2,Good,15,Good,0,Good,42,Good
Benxi,105,Unhealthy for Sensitive Groups,3,Good,91,Moderate,2,Good,105,Unhealthy for Sensitive Groups
Bergen Op Zoom,33,Good,0,Good,33,Good,2,Good,27,Good
Bet Shemesh,78,Moderate,1,Good,44,Good,5,Good,78,Moderate
Beverley,39,Good,1,Good,20,Good,7,Good,39,Good
Bhadra,500,Hazardous,1,Good,40,Good,0,Good,500,Hazardous
Bhainsdehi,128,Unhealthy for Sensitive Groups,0,Good,35,Good,0,Good,128,Unhealthy for Sensitive Groups
Bielsko Biala,83,Moderate,2,Good,22,Good,7,Good,83,Moderate
Channarayapatna,48,Good,0,Good,22,Good,0,Good,48,Good
Cheektowaga,38,Good,1,Good,38,Good,3,Good,37,Good
Chesterton,66,Moderate,2,Good,19,Good,16,Good,66,Moderate
Chinautla,73,Moderate,2,Good,15,Good,6,Good,73,Moderate
Chino,43,Good,1,Good,43,Good,0,Good,15,Good
Choctaw,54,Moderate,1,Good,35,Good,2,Good,54,Moderate
Cinisi,48,Good,1,Good,48,Good,1,Good,25,Good
Cisarua,144,Unhealthy for Sensitive Groups,3,Good,144,Unhealthy for Sensitive Groups,1,Good,115,Unhealthy for Sensitive Groups
Clamart,31,Good,1,Good,28,Good,2,Good,31,Good
Don Sak,63,Moderate,1,Good,23,Good,0,Good,63,Moderate
Colesville,54,Moderate,1,Good,31,Good,6,Good,54,Moderate
Collipulli,45,Good,1,Good,9,Good,6,Good,45,Good
Columbia,54,Moderate,1,Good,31,Good,6,Good,54,Moderate
Comacchio,47,Good,1,Good,37,Good,3,Good,47,Good
Conceicao Do Coite,34,Good,0,Good,12,Good,1,Good,34,Good
Corabia,67,Moderate,1,Good,37,Good,2,Good,67,Moderate
Cork,27,Good,1,Good,27,Good,1,Good,13,Good
Corridonia,47,Good,1,Good,47,Good,2,Good,37,Good
Czarnkow,32,Good,1,Good,29,Good,1,Good,32,Good
Dabat,79,Moderate,1,Good,16,Good,1,Good,79,Moderate
Dabwali,500,Hazardous,1,Good,43,Good,1,Good,481,Hazardous
Westport,59,Moderate,1,Good,24,Good,13,Good,59,Moderate
Wichita,59,Moderate,1,Good,25,Good,5,Good,59,Moderate
Wildberg,40,Good,1,Good,25,Good,3,Good,40,Good
Wonogiri,51,Moderate,1,Good,28,Good,0,Good,51,Moderate
Wunsiedel,41,Good,0,Good,27,Good,2,Good,41,Good
Wuustwezel,34,Good,0,Good,29,Good,3,Good,34,Good
Wylie,60,Moderate,1,Good,24,Good,4,Good,60,Moderate
Xinzhou,163,Unhealthy,4,Good,163,Unhealthy,4,Good,106,Unhealthy for Sensitive Groups
Yabrud,86,Moderate,1,Good,43,Good,1,Good,86,Moderate
Yadgir,82,Moderate,0,Good,27,Good,0,Good,82,Moderate
Yaya,51,Moderate,1,Good,34,Good,0,Good,51,Moderate
Yelizavetinskaya,48,Good,1,Good,39,Good,4,Good,48,Good
Yorkton,25,Good,1,Good,22,Good,1,Good,25,Good
Yoshida,42,Good,1,Good,42,Good,0,Good,33,Good
Yucaipa,57,Moderate,2,Good,16,Good,12,Good,57,Moderate
Yuyao,166,Unhealthy,3,Good,166,Unhealthy,2,Good,108,Unhealthy for Sensitive Groups
Zaachila,75,Moderate,2,Good,6,Good,8,Good,75,Moderate
Zapotlanejo,56,Moderate,1,Good,10,Good,4,Good,56,Moderate
Zelhem,30,Good,0,Good,30,Good,1,Good,26,Good
Zhezkazgan,39,Good,1,Good,39,Good,0,Good,22,Good
Zilina,57,Moderate,1,Good,32,Good,2,Good,57,Moderate
Zlate Moravce,57,Moderate,1,Good,30,Good,2,Good,57,Moderate
Zunheboto,35,Good,1,Good,14,Good,0,Good,35,Good
Zvenigorod,31,Good,1,Good,31,Good,4,Good,29,Good
Syke,32,Good,0,Good,29,Good,1,Good,32,Good
Szekesfehervar,76,Moderate,1,Good,31,Good,4,Good,76,Moderate
Tagbina,52,Moderate,1,Good,20,Good,0,Good,52,Moderate
Takestan,46,Good,1,Good,38,Good,0,Good,46,Good
Targu Ocna,65,Moderate,1,Good,43,Good,0,Good,65,Moderate
Tattayyangarpettai,74,Moderate,1,Good,30,Good,0,Good,74,Moderate
Tempoal,75,Moderate,2,Good,19,Good,4,Good,75,Moderate
Tequixquitla,101,Unhealthy for Sensitive Groups,2,Good,13,Good,6,Good,101,Unhealthy for Sensitive Groups
Tha Rua,51,Moderate,0,Good,28,Good,0,Good,51,Moderate
Thanatpin,59,Moderate,0,Good,23,Good,0,Good,59,Moderate
Thul,170,Unhealthy,1,Good,58,Moderate,1,Good,170,Unhealthy
Tighina,57,Moderate,1,Good,38,Good,0,Good,57,Moderate
Tikri,500,Hazardous,3,Good,47,Good,9,Good,500,Hazardous
Tirupati,84,Moderate,0,Good,30,Good,0,Good,84,Moderate
Vigia,29,Good,1,Good,14,Good,1,Good,29,Good
Villa Literno,49,Good,1,Good,49,Good,1,Good,34,Good
Villiers Le Bel,30,Good,1,Good,28,Good,2,Good,30,Good
Vinh Long,98,Moderate,1,Good,43,Good,1,Good,98,Moderate
Virar,151,Unhealthy,1,Good,25,Good,1,Good,151,Unhealthy
Viravanallur,47,Good,0,Good,27,Good,0,Good,47,Good
Vwawa,21,Good,0,Good,15,Good,0,Good,21,Good
Warah,168,Unhealthy,1,Good,52,Moderate,1,Good,168,Unhealthy
Waremme,36,Good,1,Good,24,Good,4,Good,36,Good
Warora,151,Unhealthy,1,Good,38,Good,0,Good,151,Unhealthy
Warrensburg,69,Moderate,1,Good,32,Good,5,Good,69,Moderate
Warrensville Heights,40,Good,1,Good,40,Good,3,Good,39,Good
Warud,146,Unhealthy for Sensitive Groups,1,Good,35,Good,0,Good,146,Unhealthy for Sensitive Groups
Watari,45,Good,1,Good,45,Good,0,Good,20,Good
Watertown,61,Moderate,2,Good,22,Good,8,Good,61,Moderate
Webster Groves,83,Moderate,2,Good,19,Good,13,Good,83,Moderate
Tongliao,112,Unhealthy for Sensitive Groups,3,Good,112,Unhealthy for Sensitive Groups,1,Good,99,Moderate
Tonisvorst,28,Good,0,Good,26,Good,2,Good,28,Good
Toowoomba,22,Good,0,Good,22,Good,0,Good,7,Good
Toumodi,72,Moderate,2,Good,12,Good,0,Good,72,Moderate
Tsukumi,54,Moderate,1,Good,54,Moderate,1,Good,38,Good
Tucano,20,Good,0,Good,14,Good,0,Good,20,Good
Tulle,30,Good,1,Good,25,Good,2,Good,30,Good
Tulsa,54,Moderate,1,Good,25,Good,5,Good,54,Moderate
Udon Thani,54,Moderate,0,Good,25,Good,0,Good,54,Moderate
Uozu,41,Good,1,Good,41,Good,0,Good,25,Good
Upata,42,Good,0,Good,15,Good,0,Good,42,Good
Urussu,30,Good,1,Good,30,Good,1,Good,14,Good
Utrecht,31,Good,0,Good,31,Good,2,Good,28,Good
Valandovo,33,Good,1,Good,32,Good,2,Good,33,Good
Valbom,33,Good,1,Good,23,Good,4,Good,33,Good
Valkeakoski,30,Good,1,Good,30,Good,2,Good,10,Good
Valtierrilla,62,Moderate,1,Good,10,Good,6,Good,62,Moderate
Vandavasi,65,Moderate,1,Good,33,Good,0,Good,65,Moderate
Vetralla,47,Good,1,Good,47,Good,1,Good,41,Good
Viadana,64,Moderate,1,Good,29,Good,7,Good,64,Moderate
Oluta,76,Moderate,3,Good,11,Good,5,Good,76,Moderate
Ometepec,62,Moderate,2,Good,9,Good,6,Good,62,Moderate
Omihachiman,40,Good,1,Good,40,Good,2,Good,34,Good
Osimo,45,Good,1,Good,45,Good,0,Good,33,Good
Ovruch,34,Good,1,Good,26,Good,0,Good,34,Good
Oxkutzcab,36,Good,1,Good,22,Good,0,Good,36,Good
Paderno Dugnano,33,Good,1,Good,33,Good,2,Good,23,Good
Pakala,84,Moderate,0,Good,33,Good,0,Good,84,Moderate
Palos Hills,78,Moderate,2,Good,13,Good,27,Good,78,Moderate
Panchagarh,170,Unhealthy,2,Good,72,Moderate,1,Good,170,Unhealthy
Ramnicu Valcea,51,Moderate,1,Good,40,Good,0,Good,51,Moderate
Ramsar,59,Moderate,1,Good,39,Good,0,Good,59,Moderate
Rangia,106,Unhealthy for Sensitive Groups,2,Good,47,Good,1,Good,106,Unhealthy for Sensitive Groups
Rani,161,Unhealthy,0,Good,36,Good,0,Good,161,Unhealthy
Redan,99,Moderate,3,Good,3,Good,28,Good,99,Moderate
Rehlingen Siersburg,28,Good,1,Good,28,Good,3,Good,27,Good
Rhondda,74,Moderate,0,Good,32,Good,0,Good,74,Moderate
Rio Maior,39,Good,0,Good,29,Good,1,Good,39,Good
Rio Negrinho,41,Good,1,Good,10,Good,5,Good,41,Good
Rockland,67,Moderate,1,Good,45,Good,5,Good,67,Moderate
Rodenbach,35,Good,1,Good,35,Good,1,Good,30,Good
Romeoville,75,Moderate,2,Good,8,Good,27,Good,75,Moderate
Priego De Cordoba,31,Good,1,Good,31,Good,1,Good,21,Good
Pulivendla,120,Unhealthy for Sensitive Groups,0,Good,30,Good,0,Good,120,Unhealthy for Sensitive Groups
Puma,30,Good,0,Good,16,Good,0,Good,30,Good
Purwa,304,Hazardous,1,Good,48,Good,1,Good,268,Very Unhealthy
Qaracuxur,55,Moderate,1,Good,39,Good,0,Good,55,Moderate
Qarchak,157,Unhealthy,2,Good,157,Unhealthy,3,Good,135,Unhealthy for Sensitive Groups
Qingdao,232,Very Unhealthy,21,Good,16,Good,28,Good,232,Very Unhealthy
Quisqueya,100,Unhealthy for Sensitive Groups,1,Good,18,Good,4,Good,100,Unhealthy for Sensitive Groups
Goma,129,Unhealthy for Sensitive Groups,2,Good,24,Good,1,Good,129,Unhealthy for Sensitive Groups
Gonesse,71,Moderate,2,Good,28,Good,5,Good,71,Moderate
Gorontalo,25,Good,0,Good,15,Good,0,Good,25,Good
Gramado,28,Good,1,Good,16,Good,2,Good,28,Good
Granadilla De Abona,21,Good,0,Good,21,Good,1,Good,10,Good
Grenchen,59,Moderate,1,Good,31,Good,1,Good,59,Moderate
Grunberg,75,Moderate,2,Good,33,Good,7,Good,75,Moderate
Guadalajara,59,Moderate,1,Good,27,Good,2,Good,59,Moderate
Guaymas,48,Good,1,Good,22,Good,1,Good,48,Good
Gubkinskiy,32,Good,1,Good,32,Good,0,Good,28,Good
Gulu,74,Moderate,1,Good,19,Good,0,Good,74,Moderate
Gumla,156,Unhealthy,2,Good,73,Moderate,0,Good,156,Unhealthy
Hajipur,148,Unhealthy for Sensitive Groups,3,Good,87,Moderate,2,Good,148,Unhealthy for Sensitive Groups
Hamina,35,Good,1,Good,35,Good,0,Good,18,Good
Hamptons At Boca Raton,99,Moderate,2,Good,15,Good,13,Good,99,Moderate
Harper Woods,84,Moderate,2,Good,19,Good,18,Good,84,Moderate
Heishan,73,Moderate,2,Good,73,Moderate,1,Good,47,Good
Heppenheim,68,Moderate,1,Good,38,Good,3,Good,68,Moderate
Ina,50,Good,1,Good,39,Good,0,Good,50,Good
Inhambane,38,Good,1,Good,24,Good,0,Good,38,Good
Inver Grove Heights,53,Moderate,1,Good,32,Good,4,Good,53,Moderate
Inverness,23,Good,1,Good,23,Good,1,Good,18,Good
Isfara,138,Unhealthy for Sensitive Groups,1,Good,63,Moderate,0,Good,138,Unhealthy for Sensitive Groups
Itapetinga,35,Good,1,Good,6,Good,2,Good,35,Good
Jamestown,77,Moderate,2,Good,8,Good,9,Good,77,Moderate
Jamundi,69,Moderate,2,Good,3,Good,6,Good,69,Moderate
Jangipur,84,Moderate,2,Good,43,Good,3,Good,84,Moderate
Jasidih,95,Moderate,2,Good,62,Moderate,1,Good,95,Moderate
Jersey City,70,Moderate,2,Good,20,Good,18,Good,70,Moderate
Jinja,78,Moderate,2,Good,30,Good,0,Good,78,Moderate
Jinji,51,Moderate,2,Good,29,Good,3,Good,51,Moderate
Jinzhou,74,Moderate,2,Good,74,Moderate,1,Good,68,Moderate
Joao Monlevade,89,Moderate,3,Good,0,Good,6,Good,89,Moderate
Joniskis,39,Good,1,Good,39,Good,0,Good,29,Good
Jucuapa,104,Unhealthy for Sensitive Groups,3,Good,5,Good,17,Good,104,Unhealthy for Sensitive Groups
Jundiai,70,Moderate,2,Good,4,Good,6,Good,70,Moderate
Kabrai,164,Unhealthy,3,Good,164,Unhealthy,0,Good,164,Unhealthy
Povoa De Varzim,28,Good,1,Good,28,Good,3,Good,18,Good
Poway,61,Moderate,2,Good,12,Good,17,Good,61,Moderate
Prado,19,Good,0,Good,19,Good,0,Good,17,Good
Prescott,50,Good,1,Good,13,Good,5,Good,50,Good
Prudnik,78,Moderate,1,Good,37,Good,3,Good,78,Moderate
Puerto Plata,131,Unhealthy for Sensitive Groups,1,Good,18,Good,2,Good,131,Unhealthy for Sensitive Groups
Purbalingga,66,Moderate,1,Good,44,Good,1,Good,66,Moderate
Qibili,103,Unhealthy for Sensitive Groups,1,Good,44,Good,0,Good,103,Unhealthy for Sensitive Groups
Qiryat Atta,98,Moderate,3,Good,40,Good,11,Good,98,Moderate
Quetzaltenango,76,Moderate,2,Good,7,Good,8,Good,76,Moderate
Quirinopolis,25,Good,1,Good,4,Good,0,Good,25,Good
Rahatgarh,174,Unhealthy,1,Good,48,Good,0,Good,174,Unhealthy
Rosarno,55,Moderate,1,Good,42,Good,1,Good,55,Moderate
Rota,26,Good,0,Good,26,Good,2,Good,14,Good
Rovigo,73,Moderate,1,Good,42,Good,2,Good,73,Moderate
Royal Palm Beach,114,Unhealthy for Sensitive Groups,3,Good,14,Good,13,Good,114,Unhealthy for Sensitive Groups
Sabanalarga,106,Unhealthy for Sensitive Groups,2,Good,12,Good,7,Good,106,Unhealthy for Sensitive Groups
Sabanitas,69,Moderate,1,Good,22,Good,4,Good,69,Moderate
Safwah,167,Unhealthy,1,Good,122,Unhealthy for Sensitive Groups,0,Good,167,Unhealthy
Saint Etienne Du Rouvray,66,Moderate,1,Good,30,Good,3,Good,66,Moderate
Saint Mande,72,Moderate,2,Good,27,Good,6,Good,72,Moderate
Ramsgate,40,Good,1,Good,40,Good,1,Good,10,Good
Rangapara,74,Moderate,2,Good,48,Good,0,Good,74,Moderate
Raymore,50,Good,1,Good,33,Good,7,Good,50,Good
Red Bank,72,Moderate,2,Good,17,Good,16,Good,72,Moderate
Reo,49,Good,1,Good,18,Good,0,Good,49,Good
Repalle,55,Moderate,1,Good,42,Good,0,Good,55,Moderate
Rexburg,41,Good,1,Good,21,Good,3,Good,41,Good
Rheinbach,58,Moderate,1,Good,34,Good,3,Good,58,Moderate
Rianxo,25,Good,1,Good,22,Good,3,Good,25,Good
Riberalta,35,Good,1,Good,3,Good,0,Good,35,Good
Rincon De Tamayo,45,Good,1,Good,27,Good,2,Good,45,Good
Rio Verde De Mato Grosso,14,Good,1,Good,4,Good,0,Good,14,Good
Rivalta Di Torino,58,Moderate,1,Good,35,Good,2,Good,58,Moderate
Rizhao,151,Unhealthy,4,Good,43,Good,4,Good,151,Unhealthy
Rome,67,Moderate,2,Good,7,Good,9,Good,67,Moderate
Kananga,191,Unhealthy,9,Good,35,Good,4,Good,191,Unhealthy
Kanda,37,Good,1,Good,37,Good,2,Good,31,Good
Kandy,54,Moderate,0,Good,21,Good,0,Good,54,Moderate
Karaj,222,Very Unhealthy,5,Good,222,Very Unhealthy,7,Good,163,Unhealthy
Kaseda,29,Good,0,Good,29,Good,1,Good,28,Good
Kericho,84,Moderate,2,Good,25,Good,1,Good,84,Moderate
Khairpur,165,Unhealthy,1,Good,44,Good,0,Good,165,Unhealthy
Khanewal,158,Unhealthy,3,Good,156,Unhealthy,1,Good,158,Unhealthy
Kharakvasla,100,Unhealthy for Sensitive Groups,1,Good,29,Good,1,Good,100,Unhealthy for Sensitive Groups
Bubanza,84,Moderate,4,Good,23,Good,1,Good,84,Moderate
Buxar,163,Unhealthy,3,Good,128,Unhealthy for Sensitive Groups,1,Good,163,Unhealthy
Caldas Da Rainha,22,Good,1,Good,20,Good,5,Good,22,Good
Cambrils,41,Good,1,Good,41,Good,1,Good,30,Good
Cameron Park,71,Moderate,2,Good,22,Good,11,Good,71,Moderate
Camrose,67,Moderate,1,Good,32,Good,2,Good,67,Moderate
Canas,55,Moderate,1,Good,5,Good,7,Good,55,Moderate
Cannock,33,Good,1,Good,33,Good,3,Good,21,Good
Carlentini,66,Moderate,1,Good,44,Good,1,Good,66,Moderate
Carregado,29,Good,1,Good,29,Good,4,Good,26,Good
Cascavel,23,Good,0,Good,13,Good,1,Good,23,Good
Casper,96,Moderate,1,Good,24,Good,3,Good,96,Moderate
Cativa,69,Moderate,1,Good,22,Good,4,Good,69,Moderate
Cedar Hill,56,Moderate,1,Good,27,Good,5,Good,56,Moderate
Ceper,67,Moderate,1,Good,38,Good,1,Good,67,Moderate
Chandvad,119,Unhealthy for Sensitive Groups,1,Good,33,Good,0,Good,119,Unhealthy for Sensitive Groups
Biedenkopf,79,Moderate,2,Good,31,Good,6,Good,79,Moderate
Bilecik,56,Moderate,1,Good,36,Good,0,Good,56,Moderate
Bilyayivka,44,Good,1,Good,44,Good,0,Good,10,Good
Massaguet,110,Unhealthy for Sensitive Groups,2,Good,33,Good,1,Good,110,Unhealthy for Sensitive Groups
Mastic Beach,37,Good,1,Good,22,Good,15,Good,37,Good
Masumbwe,24,Good,0,Good,17,Good,0,Good,24,Good
Matera,43,Good,1,Good,43,Good,1,Good,22,Good
Maumere,60,Moderate,1,Good,26,Good,0,Good,60,Moderate
Meaux,66,Moderate,1,Good,30,Good,3,Good,66,Moderate
Meda,67,Moderate,1,Good,36,Good,4,Good,67,Moderate
Medfield,47,Good,1,Good,27,Good,9,Good,47,Good
Mendes,172,Unhealthy,8,Good,1,Good,17,Good,172,Unhealthy
Mesa,67,Moderate,1,Good,7,Good,20,Good,67,Moderate
Lindlar,61,Moderate,1,Good,34,Good,4,Good,61,Moderate
Lobau,74,Moderate,1,Good,39,Good,2,Good,74,Moderate
Lodi,62,Moderate,1,Good,42,Good,2,Good,62,Moderate
Lognes,80,Moderate,2,Good,18,Good,8,Good,80,Moderate
Lomza,31,Good,1,Good,31,Good,0,Good,21,Good
Longjing,69,Moderate,2,Good,48,Good,0,Good,69,Moderate
Lorch,53,Moderate,1,Good,37,Good,4,Good,53,Moderate
Loveland,61,Moderate,2,Good,5,Good,12,Good,61,Moderate
Lucapa,172,Unhealthy,5,Good,33,Good,6,Good,172,Unhealthy
Lugano,62,Moderate,1,Good,33,Good,1,Good,62,Moderate
Madimba,24,Good,0,Good,23,Good,0,Good,24,Good
Mage,220,Very Unhealthy,9,Good,8,Good,28,Good,220,Very Unhealthy
Mairwa,132,Unhealthy for Sensitive Groups,3,Good,79,Moderate,2,Good,132,Unhealthy for Sensitive Groups
Makung,119,Unhealthy for Sensitive Groups,1,Good,119,Unhealthy for Sensitive Groups,0,Good,76,Moderate
Manuel Doblado,56,Moderate,1,Good,25,Good,3,Good,56,Moderate
Maramag,36,Good,1,Good,22,Good,0,Good,36,Good
Umbertide,87,Moderate,1,Good,37,Good,3,Good,87,Moderate
Uriangato,45,Good,1,Good,25,Good,2,Good,45,Good
Urk,26,Good,1,Good,26,Good,5,Good,25,Good
Uruguaiana,18,Good,1,Good,4,Good,3,Good,18,Good
Uxbridge,43,Good,1,Good,28,Good,7,Good,43,Good
Vaihingen,65,Moderate,1,Good,36,Good,2,Good,65,Moderate
Valasske Mezirici,70,Moderate,1,Good,40,Good,1,Good,70,Moderate
Valley Station,63,Moderate,2,Good,31,Good,9,Good,63,Moderate
Van Wert,64,Moderate,2,Good,31,Good,10,Good,64,Moderate
Vaterstetten,68,Moderate,1,Good,39,Good,3,Good,68,Moderate
Vavuniya,59,Moderate,0,Good,26,Good,0,Good,59,Moderate
Velizy Villacoublay,70,Moderate,2,Good,27,Good,6,Good,70,Moderate
Venray,50,Good,1,Good,22,Good,7,Good,50,Good
Vernier,63,Moderate,1,Good,30,Good,2,Good,63,Moderate
Vigan,31,Good,1,Good,31,Good,0,Good,20,Good
Vijayawada,93,Moderate,2,Good,54,Moderate,1,Good,93,Moderate
Vikhorevka,39,Good,1,Good,37,Good,0,Good,39,Good
